,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Quantity_Imputed,Price Per Unit_Imputed,Total Spent_Imputed,Payment Method_Missing,Location_encoded,Item_Was_Missing,Date_Was_Missing
2449,8284910,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-07-19,0,0,0,0,1,0,0
2450,4408913,Salad,2.0,5.0,10.0,Cash,In-store,2023-08-24,0,0,0,0,1,0,0
2451,2123573,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-01-09,0,0,0,0,0,0,0
2452,8036176,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-06-20,0,0,0,0,0,0,0
2453,9107676,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-02-12,0,0,0,0,1,0,0
2454,2490185,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-18,0,0,0,0,1,0,0
2455,6295420,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-09-27,0,0,0,0,0,0,0
2456,1542042,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-07-26,0,0,0,0,0,0,0
2457,7716125,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-05-17,0,0,0,0,0,0,0
2458,6579109,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-02-22,0,0,0,0,0,0,0
2459,5577030,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-02-15,0,0,0,0,0,0,0
2460,3910230,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-05,0,0,0,0,0,0,0
2461,8031804,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-01,0,0,0,0,0,0,0
2462,6928775,Cookie,2.0,1.0,2.0,Cash,In-store,2023-03-25,0,0,0,0,1,1,0
2463,6755107,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-11-14,0,0,0,0,1,0,0
2464,5153899,Tea,3.0,1.5,4.5,Missing,Takeaway,2023-03-01,0,0,0,1,0,0,0
2465,5632156,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-08-02,0,0,0,0,0,0,0
2466,9861782,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-07-15,0,0,0,0,1,0,0
2467,8861275,Smoothie,2.0,4.0,8.0,Missing,In-store,2023-10-31,0,0,0,1,1,0,0
2468,8961155,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-09-06,0,0,0,0,0,0,0
2469,6112765,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-07-21,0,0,0,0,0,0,0
2470,7090563,Smoothie,3.0,4.0,12.0,Missing,In-store,2023-08-17,0,0,0,1,1,0,0
2471,9737090,Sandwich,3.0,4.0,12.0,Missing,In-store,2023-06-01,0,0,0,1,1,0,0
2472,2847831,Coffee,1.0,2.0,2.0,Cash,In-store,2023-02-19,0,0,0,0,1,0,0
2473,3385167,Tea,3.0,1.5,4.5,Cash,In-store,2023-04-26,0,0,0,0,1,0,0
2474,1938071,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-12-25,0,0,0,0,1,0,0
2475,8774692,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-07-12,0,0,0,0,1,0,0
2476,4887268,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-10-16,0,0,0,0,1,0,0
2477,9506372,Cake,4.0,3.0,12.0,Missing,Takeaway,2023-11-06,0,0,0,1,0,0,0
2478,6651961,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-02-08,0,0,0,0,1,0,0
2479,2537138,Cake,3.0,3.0,9.0,Missing,In-store,2023-10-24,0,0,0,1,1,0,0
2480,2015313,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-10-18,0,0,0,0,0,0,0
2481,5604797,Coffee,1.0,2.0,2.0,Cash,In-store,2023-10-13,0,0,0,0,1,0,0
2482,6303383,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-09-22,0,0,0,0,1,0,0
2483,5203710,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-04-22,0,0,0,0,1,1,0
2484,7059722,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-04-22,0,0,0,0,1,0,1
2485,5403707,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-03-20,0,0,0,0,1,0,0
2486,4084052,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-30,0,0,0,0,1,0,0
2487,3843541,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-03-06,0,0,0,0,1,1,0
2488,4000025,Tea,5.0,1.5,7.5,Missing,Takeaway,2023-06-12,0,0,0,1,0,0,0
2489,7113656,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-01-22,0,0,0,0,0,0,0
2490,6039235,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-06-25,0,0,0,0,1,0,0
2491,6621756,Cookie,1.0,1.0,1.0,Missing,Takeaway,2023-11-14,0,0,0,1,0,0,0
2492,3923847,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-09-12,0,0,0,0,1,0,0
2493,3226989,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-04-17,0,0,0,0,0,0,0
2494,1523567,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-11-22,0,0,0,0,0,0,0
2495,8751289,Tea,2.0,1.5,3.0,Cash,In-store,2023-09-10,0,0,0,0,1,0,0
2496,9996195,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-16,0,0,0,0,1,0,0
2497,2151688,Cake,5.0,3.0,15.0,Missing,In-store,2023-09-29,0,0,0,1,1,0,0
2498,4243591,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-11,0,0,0,0,1,0,0
2499,4138399,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-07-03,0,0,0,0,0,0,0
2500,1724233,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-02-01,0,0,0,0,0,0,0
2501,1564506,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-01,0,0,0,0,1,0,0
2502,3520982,Salad,5.0,5.0,25.0,Missing,Takeaway,2023-10-26,0,0,0,1,0,0,0
2503,6130455,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-10-26,0,0,0,0,1,0,1
2504,8936591,Cookie,5.0,1.0,5.0,Missing,In-store,2023-03-22,0,0,0,1,1,0,0
2505,7622389,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-02-26,0,0,0,0,1,0,0
2506,2896048,Tea,4.0,1.5,6.0,Cash,In-store,2023-05-17,0,0,0,0,1,0,0
2507,2204457,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-01-06,0,0,0,0,0,0,0
2508,1319834,Cookie,1.0,1.0,1.0,Missing,Takeaway,2023-03-31,0,0,0,1,0,0,0
2509,9042043,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-03-31,0,0,0,0,0,0,1
2510,7503593,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-19,0,0,0,0,0,0,0
2511,4076463,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-06-25,0,0,0,0,0,0,0
2512,1901704,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-11-17,0,0,0,0,0,0,0
2513,5589433,Cake,2.0,3.0,6.0,Cash,In-store,2023-03-13,0,0,0,0,1,0,0
2514,4386732,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-01,0,0,0,0,0,0,0
2515,3174336,Cookie,1.0,1.0,1.0,Missing,Takeaway,2023-07-17,0,0,0,1,0,0,0
2516,4983903,ERROR,5.0,4.0,20.0,Missing,In-store,2023-09-18,0,0,0,1,1,0,0
2517,8043642,Salad,4.0,5.0,20.0,Cash,In-store,2023-06-12,0,0,0,0,1,0,0
2518,1223805,Juice,3.0,3.0,9.0,Missing,In-store,2023-07-04,0,0,0,1,1,0,0
2519,3879110,ERROR,4.0,1.0,4.0,Credit Card,Takeaway,2023-03-18,0,0,0,0,0,0,0
2520,9551491,Salad,1.0,5.0,5.0,Missing,In-store,2023-07-13,0,0,0,1,1,0,0
2521,3033987,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-03-13,0,0,0,0,0,0,0
2522,2732570,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-06-23,0,0,0,0,0,0,0
2523,9104781,Sandwich,2.0,4.0,8.0,Missing,In-store,2023-07-03,0,0,0,1,1,0,0
2524,7876775,Coffee,5.0,2.0,10.0,Missing,Takeaway,2023-02-09,0,0,0,1,0,0,0
2525,7566250,Salad,3.0,5.0,15.0,Missing,Takeaway,2023-06-04,0,0,0,1,0,0,0
2526,3365018,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-02-06,0,0,0,0,0,0,0
2527,1487762,Tea,3.0,1.5,4.5,Missing,In-store,2023-02-07,0,0,0,1,1,0,0
2528,4592205,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-12-30,0,0,0,0,1,0,0
2529,6660755,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-05-16,0,0,0,0,1,0,0
2530,3750900,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-04-03,0,0,0,0,1,0,0
2531,3290872,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-06-13,0,0,0,0,1,0,0
2532,6378158,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-06-17,0,0,0,0,1,0,0
2533,8800818,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-28,0,0,0,0,1,0,0
2534,5707386,Tea,5.0,1.5,7.5,Missing,Takeaway,2023-06-28,0,0,0,1,0,0,0
2535,1145592,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-11,0,0,0,0,0,0,0
2536,2670487,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-10-20,0,0,0,0,1,0,0
2537,9485101,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-11-01,0,0,0,0,0,0,0
2538,9667219,Juice,4.0,3.0,12.0,Cash,In-store,2023-10-09,0,0,0,0,1,0,0
2539,3119835,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-01,0,0,0,0,1,0,0
2540,2454046,Juice,2.0,3.0,6.0,Missing,Takeaway,2023-03-01,0,0,0,1,0,0,1
2541,7014091,Coffee,5.0,2.0,10.0,Cash,In-store,2023-11-26,0,0,0,0,1,0,0
2542,7107807,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-11-01,0,0,0,0,0,0,0
2543,5698925,Juice,2.0,3.0,6.0,Missing,In-store,2023-04-08,0,0,0,1,1,0,0
2544,6662213,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-01-18,0,0,0,0,0,0,0
2545,1336900,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-01-16,0,0,0,0,0,0,0
2546,2250785,Cake,1.0,3.0,3.0,Cash,In-store,2023-03-19,0,0,0,0,1,0,0
2547,8122340,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-06-09,0,0,0,0,0,0,0
2548,9911498,Coffee,4.0,2.0,8.0,Cash,In-store,2023-03-27,0,0,0,0,1,0,0
2549,4130861,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-03-27,0,0,0,0,1,0,1
2550,3741325,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-04,0,0,0,0,1,0,0
2551,8658970,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-09-03,0,0,0,0,1,0,0
2552,2887971,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-06-26,0,0,0,0,1,0,0
2553,9865855,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-04-18,0,0,0,0,0,0,0
2554,2217295,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-11-22,0,0,0,0,1,0,0
2555,8913492,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-12-25,0,0,0,0,1,0,0
2556,5625086,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-06-17,0,0,0,0,1,0,0
2557,2690222,ERROR,4.0,3.0,12.0,Missing,Takeaway,2023-01-01,0,0,0,1,0,0,0
2558,5767429,Cake,2.0,3.0,6.0,Missing,In-store,2023-03-19,0,0,0,1,1,0,0
2559,5910541,Cake,5.0,3.0,15.0,Cash,In-store,2023-09-08,0,0,0,0,1,0,0
2560,4435352,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-05-03,0,0,0,0,1,0,0
2561,1009421,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-02-21,0,0,0,0,0,0,0
2562,5369243,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-11-16,0,0,0,0,0,0,0
2563,2939667,Juice,1.0,3.0,3.0,Missing,In-store,2023-12-21,0,0,0,1,1,1,0
2564,5734395,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-05-17,0,0,0,0,0,0,0
2565,2966262,Tea,3.0,1.5,4.5,Cash,In-store,2023-11-19,0,0,0,0,1,0,0
2566,7293241,ERROR,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-08-27,0,0,0,0,0,0,0
2567,1827212,Sandwich,5.0,4.0,20.0,Missing,In-store,2023-12-22,0,0,0,1,1,0,0
2568,4809548,Smoothie,3.0,4.0,12.0,Missing,Takeaway,2023-11-04,0,0,0,1,0,0,0
2569,2224935,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-04-15,0,0,0,0,0,0,0
2570,7580441,Coffee,1.0,2.0,2.0,Cash,Takeaway,2023-08-09,0,0,0,0,0,0,0
2571,4897993,Sandwich,4.0,4.0,16.0,Missing,In-store,2023-12-07,0,0,0,1,1,0,0
2572,9522045,Coffee,3.0,2.0,6.0,Missing,In-store,2023-05-30,0,0,0,1,1,0,0
2573,6128966,Sandwich,3.0,4.0,12.0,Missing,In-store,2023-12-18,0,0,0,1,1,0,0
2574,5475746,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-08-20,0,0,0,0,1,0,0
2575,6071339,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-10-17,0,0,0,0,0,0,0
2576,9540864,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-08-07,0,0,0,0,0,0,0
2577,6389404,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-11-20,0,0,0,0,1,0,0
2578,8724474,ERROR,5.0,5.0,25.0,Cash,Takeaway,2023-08-04,0,0,0,0,0,0,0
2579,8199524,Cake,5.0,3.0,15.0,Cash,In-store,2023-12-01,0,0,0,0,1,0,0
2580,1212652,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-01-30,0,0,0,0,1,0,0
2581,1799247,Coffee,3.0,2.0,6.0,Missing,In-store,2023-01-25,0,0,0,1,1,0,0
2582,5745054,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-01-26,0,0,0,0,1,0,0
2583,4328090,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-18,0,0,0,0,1,1,0
2584,3499226,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-08,0,0,0,0,0,0,0
2585,1259340,Tea,3.0,3.0,9.0,Digital Wallet,In-store,2023-02-24,0,1,1,0,1,0,0
2586,3893480,Cookie,3.0,1.0,3.0,Missing,Takeaway,2023-12-24,0,0,0,1,0,0,0
2587,2614271,UNKNOWN,2.0,4.0,8.0,Digital Wallet,In-store,2023-08-03,0,0,0,0,1,0,0
2588,8295765,Cake,4.0,3.0,12.0,Missing,Takeaway,2023-04-05,0,0,0,1,0,0,0
2589,1324760,Tea,4.0,1.5,6.0,Cash,In-store,2023-01-18,0,0,0,0,1,0,0
2590,8292441,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-09-15,0,0,0,0,0,0,0
2591,6663486,Coffee,3.0,2.0,6.0,Missing,In-store,2023-11-02,0,0,0,1,1,0,0
2592,9423451,Coffee,1.0,2.0,2.0,Missing,Takeaway,2023-10-22,0,0,0,1,0,0,0
2593,3792125,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-08-25,0,0,0,0,1,0,0
2594,7021504,Cookie,2.0,1.0,2.0,Missing,In-store,2023-05-31,0,0,0,1,1,0,0
2595,8608811,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-01-05,0,0,0,0,0,0,0
2596,4844386,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-10-28,0,0,0,0,1,1,0
2597,4368729,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-06-11,0,0,0,0,1,0,0
2598,5072156,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-07-24,0,0,0,0,0,0,0
2599,5763520,ERROR,1.0,5.0,5.0,Missing,In-store,2023-01-17,0,0,0,1,1,0,0
2600,4877933,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-12,0,0,0,0,1,0,0
2601,8854384,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-08-12,0,0,0,0,0,0,0
2602,3308378,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-04-28,0,0,0,0,1,0,0
2603,4355766,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-11-07,0,0,0,0,0,0,0
2604,5644235,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-25,0,0,0,0,1,0,0
2605,5331285,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-03-12,0,0,0,0,1,0,0
2606,7620397,Cookie,4.0,1.0,4.0,Missing,In-store,2023-12-24,0,0,0,1,1,0,0
2607,1214868,Juice,4.0,3.0,12.0,Cash,In-store,2023-07-30,0,0,0,0,1,0,0
2608,5117595,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-02-05,0,0,0,0,1,0,0
2609,9708144,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-04-18,0,0,0,0,1,0,0
2610,8266689,Juice,5.0,3.0,15.0,Cash,In-store,2023-12-03,0,0,0,0,1,1,0
2611,3589166,Tea,1.0,1.5,1.5,Missing,Takeaway,2023-02-02,0,0,0,1,0,0,0
2612,3943672,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-10-21,0,0,0,0,0,0,0
2613,8988279,Smoothie,2.0,4.0,8.0,Missing,In-store,2023-08-08,0,0,0,1,1,0,0
2614,4269933,Smoothie,2.0,4.0,8.0,Missing,Takeaway,2023-03-28,0,0,0,1,0,0,0
2615,2234460,Tea,2.0,1.5,3.0,Missing,Takeaway,2023-08-15,0,0,0,1,0,0,0
2616,4356564,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-10-05,0,0,0,0,0,0,0
2617,2223047,UNKNOWN,2.0,2.0,4.0,Missing,Takeaway,2023-06-14,0,0,0,1,0,0,0
2618,9469735,Cake,1.0,3.0,3.0,Missing,In-store,2023-12-31,0,0,0,1,1,0,0
2619,6762250,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-06-17,0,0,0,0,0,0,0
2620,8553273,Juice,5.0,3.0,15.0,Cash,In-store,2023-01-15,0,0,0,0,1,0,0
2621,8713971,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-08-26,0,0,0,0,0,0,0
2622,4076575,Smoothie,3.0,4.0,12.0,Missing,Takeaway,2023-01-18,0,0,0,1,0,0,0
2623,2432379,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-24,0,0,0,0,1,0,0
2624,3187634,UNKNOWN,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-09-01,0,0,0,0,0,0,0
2625,1961943,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-11-05,0,0,0,0,1,0,0
2626,5908104,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-05-12,0,0,0,0,1,0,0
2627,1355212,Coffee,2.0,2.0,4.0,Missing,Takeaway,2023-05-25,0,0,0,1,0,0,0
2628,2155393,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-07-12,0,0,0,0,1,0,0
2629,3485938,UNKNOWN,4.0,5.0,20.0,Cash,Takeaway,2023-05-28,0,0,0,0,0,0,0
2630,9449037,Coffee,4.0,2.0,8.0,Missing,Takeaway,2023-04-30,0,0,0,1,0,0,0
2631,3114654,Juice,3.0,3.0,9.0,Missing,In-store,2023-12-01,0,0,0,1,1,0,0
2632,5837801,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-01-25,0,0,0,0,1,0,0
2633,1336470,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-12-22,0,0,0,0,0,0,0
2634,2544724,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-12-28,0,0,0,0,0,0,0
2635,1035504,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-03-30,0,0,0,0,0,0,0
2636,2576799,Juice,1.0,3.0,3.0,Cash,In-store,2023-03-12,0,0,0,0,1,0,0
2637,4659155,Juice,1.0,3.0,3.0,Missing,In-store,2023-04-13,0,0,0,1,1,0,0
2638,9781961,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-01,0,0,0,0,1,0,0
2639,5313347,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-12-10,0,0,0,0,0,0,0
2640,7926510,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-03,0,0,0,0,1,0,0
2641,3477975,Sandwich,4.0,4.0,16.0,Missing,Takeaway,2023-02-26,0,0,0,1,0,0,0
2642,6736084,Juice,1.0,3.0,3.0,Missing,Takeaway,2023-04-19,0,0,0,1,0,0,0
2643,5573731,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-01-15,0,0,0,0,0,0,0
2644,2760327,Salad,1.0,5.0,5.0,Missing,Takeaway,2023-02-16,0,0,0,1,0,0,0
2645,5540067,Tea,4.0,1.5,6.0,Missing,In-store,2023-08-24,0,0,0,1,1,0,0
2646,7585599,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-01-12,0,0,0,0,1,0,0
2647,6333241,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-09-15,0,0,0,0,0,0,0
2648,1635631,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-07-04,0,0,0,0,1,0,0
2649,8907996,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-02-19,0,0,0,0,1,0,0
2650,3206049,Coffee,4.0,2.0,8.0,Missing,Takeaway,2023-03-27,0,0,0,1,0,0,0
2651,4620647,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-07-15,0,0,0,0,0,0,0
2652,5348915,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-09,0,0,0,0,0,0,0
2653,4036214,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-10-17,0,0,0,0,1,0,0
2654,6323914,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-03-19,0,0,0,0,1,0,0
2655,7804128,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-02-12,0,0,0,0,1,0,0
2656,6228313,ERROR,4.0,3.0,12.0,Missing,Takeaway,2023-01-24,0,0,0,1,0,0,0
2657,2930752,Cake,2.0,3.0,6.0,Credit Card,In-store,2023-03-04,0,0,0,0,1,0,0
2658,3477101,Cookie,4.0,1.0,4.0,Missing,Takeaway,2023-05-02,0,0,0,1,0,0,0
2659,2210265,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-06-14,0,0,0,0,0,0,0
2660,5534515,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-02-09,0,0,0,0,0,0,0
2661,9561380,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-08-11,0,0,0,0,0,0,0
2662,3038078,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-04-06,0,0,0,0,0,0,0
2663,5652473,Smoothie,4.0,4.0,16.0,Missing,Takeaway,2023-03-19,0,0,0,1,0,0,0
2664,5222822,Salad,1.0,5.0,5.0,Missing,In-store,2023-11-20,0,0,0,1,1,0,0
2665,6238191,Smoothie,4.0,4.0,16.0,Missing,In-store,2023-10-27,0,0,0,1,1,0,0
2666,1244593,Salad,5.0,5.0,25.0,Missing,In-store,2023-04-11,0,0,0,1,1,0,0
2667,9749175,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-09-07,0,0,0,0,1,0,0
2668,4502314,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-06-02,0,0,0,0,0,0,0
2669,5476846,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-06-02,0,0,0,0,0,0,1
2670,3703964,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-09-23,0,0,0,0,0,0,0
2671,1554195,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-10-22,0,0,0,0,1,0,0
2672,1025152,Cookie,4.0,1.0,4.0,Missing,In-store,2023-08-19,0,0,0,1,1,0,0
2673,3429942,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-24,0,0,0,0,1,0,0
2674,2134660,UNKNOWN,5.0,3.0,15.0,Credit Card,In-store,2023-11-08,0,0,0,0,1,0,0
2675,8944175,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-11-30,0,0,0,0,1,0,0
2676,4680399,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-04-07,0,0,0,0,1,0,0
2677,5328065,Cake,5.0,3.0,15.0,Cash,In-store,2023-09-18,0,0,0,0,1,0,0
2678,9202496,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-19,0,0,0,0,1,0,0
2679,2914953,Cake,2.0,3.0,6.0,Cash,In-store,2023-07-25,0,0,0,0,1,0,0
2680,6068148,Cake,3.0,3.0,9.0,Missing,In-store,2023-08-11,0,0,0,1,1,0,0
2681,1216051,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-10-28,0,0,0,0,0,0,0
2682,3943327,Juice,1.0,3.0,3.0,Missing,In-store,2023-05-20,0,0,0,1,1,0,0
2683,5268025,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-19,0,0,0,0,1,0,0
2684,9952441,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-09-05,0,0,0,0,1,0,0
2685,7354271,Cookie,4.0,1.0,4.0,Missing,In-store,2023-04-12,0,0,0,1,1,0,0
2686,3358494,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-06-22,0,0,0,0,0,0,0
2687,2966507,Cookie,3.0,1.0,3.0,Missing,In-store,2023-04-25,0,0,0,1,1,0,0
2688,9752586,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-06-14,0,0,0,0,1,0,0
2689,1324968,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-01-05,0,0,0,0,1,0,0
2690,8424417,Smoothie,2.0,4.0,8.0,Missing,Takeaway,2023-10-21,0,0,0,1,0,0,0
2691,3985920,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-03-29,0,0,0,0,1,0,0
2692,7335526,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-06-03,0,0,0,0,1,0,0
2693,5989987,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-08-02,0,0,0,0,0,0,0
2694,8132632,Tea,3.0,1.5,4.5,Missing,In-store,2023-07-26,0,0,0,1,1,0,0
2695,2408294,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-26,0,0,0,0,1,0,0
2696,7380756,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-10-16,0,0,0,0,0,0,0
2697,1145888,Coffee,4.0,2.0,8.0,Missing,Takeaway,2023-01-26,0,0,0,1,0,0,0
2698,3845754,Tea,4.0,1.5,6.0,Missing,Takeaway,2023-11-25,0,0,0,1,0,0,0
2699,1315214,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-03,0,0,0,0,1,0,0
