Age,Fare
22.0,7.225
22.0,7.775
62.0,26.55
48.0,39.6
39.0,79.65
36.0,17.4
40.0,7.8958
28.0,13.5
24.0,24.15
19.0,7.8958
29.0,21.075
32.0,7.8542
62.0,10.5
53.0,51.4792
36.0,26.3875
19.0,14.5
34.0,13.0
39.0,55.9
32.0,7.925
25.0,30.0
39.0,110.8833
54.0,26.0
36.0,40.125
47.0,15.0
60.0,79.2
22.0,8.05
35.0,7.125
52.0,78.2667
47.0,7.25
37.0,26.0
36.0,24.15
49.0,0.0
49.0,56.9292
24.0,27.0
44.0,8.05
35.0,26.55
36.0,15.55
30.0,7.8958
27.0,30.5
22.0,41.5792
40.0,153.4625
39.0,31.275
35.0,8.05
24.0,65.0
34.0,14.4
26.0,16.1
26.0,10.5
27.0,14.4542
42.0,52.5542
20.0,15.7417
21.0,7.8542
21.0,16.1
61.0,32.3208
57.0,12.35
21.0,77.9583
26.0,7.8958
80.0,30.0
51.0,7.0542
32.0,30.5
28.0,13.0
32.0,7.925
31.0,26.25
41.0,39.6875
20.0,7.8542
24.0,69.3
48.0,76.7292
19.0,7.8958
56.0,35.5
23.0,7.55
21.0,8.4333
24.0,73.5
32.0,15.5
23.0,13.0
58.0,113.275
50.0,133.65
40.0,7.225
47.0,25.5875
36.0,7.4958
20.0,7.925
32.0,73.5
25.0,13.0
43.0,8.05
40.0,39.0
31.0,52.0
70.0,10.5
31.0,13.0
24.5,8.05
43.0,46.9
36.0,512.3292
27.0,76.7292
20.0,9.225
60.0,39.0
25.0,41.5792
19.0,10.1708
31.0,57.0
25.0,7.225
60.0,26.55
52.0,13.5
44.0,8.05
49.0,110.8833
42.0,7.65
35.0,26.2875
25.0,7.7417
26.0,7.8542
39.0,26.0
45.0,13.5
42.0,26.2875
22.0,151.55
24.0,49.5042
48.0,52.0
29.0,9.4833
52.0,13.0
19.0,7.65
38.0,227.525
27.0,10.5
33.0,7.775
34.0,13.0
50.0,13.0
27.0,53.1
20.0,8.6625
30.0,21.0
25.0,26.0
25.0,7.925
29.0,211.3375
23.0,13.0
23.0,13.0
28.5,16.1
48.0,34.375
35.0,512.3292
36.0,78.85
21.0,262.375
24.0,16.1
31.0,7.925
70.0,71.0
30.0,13.0
19.0,53.1
31.0,7.75
33.0,9.5
23.0,7.8958
48.0,65.0
28.0,7.7958
34.0,8.05
33.0,86.5
41.0,7.125
20.0,7.2292
36.0,120.0
51.0,77.9583
30.5,7.75
32.0,8.3625
24.0,9.5
48.0,7.8542
57.0,10.5
54.0,23.0
43.0,211.3375
29.0,30.0
25.0,7.05
25.0,7.25
46.0,79.2
25.0,7.8958
39.0,13.0
49.0,25.9292
31.0,8.6833
30.0,7.2292
30.0,24.15
34.0,13.0
31.0,26.25
27.0,6.975
31.0,7.775
39.0,0.0
39.0,13.0
33.0,53.1
26.0,7.8875
39.0,24.15
35.0,10.5
30.5,8.05
23.0,7.925
31.0,37.0042
43.0,6.45
52.0,93.5
27.0,8.6625
38.0,0.0
27.0,12.475
62.0,80.0
23.0,7.8542
39.0,83.1583
21.0,8.6625
32.0,56.4958
20.0,7.925
30.0,31.0
34.5,6.4375
42.0,7.55
35.0,7.8958
28.0,33.0
74.0,7.775
44.0,26.0
45.0,164.8667
51.0,26.55
24.0,19.2583
41.0,14.1083
21.0,11.5
48.0,25.9292
24.0,13.0
42.0,13.0
27.0,13.8583
31.0,50.4958
26.0,7.8958
47.0,52.5542
33.0,5.0
47.0,9.0
28.0,24.0
20.0,9.8458
19.0,7.8958
56.0,83.1583
25.0,26.0
33.0,7.8958
22.0,10.5167
28.0,10.5
25.0,7.05
39.0,29.125
27.0,13.0
19.0,30.0
26.0,30.0
32.0,7.75
22.0,7.25
38.0,71.2833
26.0,7.925
35.0,53.1
35.0,8.05
54.0,51.8625
27.0,11.1333
58.0,26.55
20.0,8.05
39.0,31.275
55.0,16.0
31.0,18.0
35.0,26.0
34.0,13.0
28.0,35.5
38.0,31.3875
19.0,263.0
40.0,27.7208
66.0,10.5
28.0,82.1708
42.0,52.0
21.0,8.05
40.0,9.475
27.0,21.0
19.0,7.8792
21.0,7.8
49.0,76.7292
29.0,26.0
65.0,61.9792
21.0,10.5
28.5,7.2292
22.0,7.2292
38.0,80.0
45.0,83.475
29.0,10.5
19.0,8.1583
26.0,8.6625
32.0,10.5
21.0,73.5
26.0,14.4542
32.0,56.4958
25.0,7.65
30.0,12.475
22.0,9.0
29.0,9.5
28.0,47.1
33.0,15.85
23.0,263.0
24.0,8.05
29.0,8.05
20.0,7.8542
46.0,61.175
26.0,20.575
59.0,7.25
71.0,34.6542
23.0,63.3583
34.0,23.0
34.0,26.0
28.0,7.8958
21.0,77.2875
33.0,8.6542
37.0,7.925
28.0,7.8958
21.0,7.65
38.0,7.8958
47.0,52.0
22.0,8.05
20.0,9.825
21.0,7.925
70.5,7.75
29.0,21.0
24.0,247.5208
21.0,73.5
32.5,30.0708
32.5,13.0
54.0,77.2875
24.0,7.1417
45.0,6.975
33.0,7.8958
20.0,7.05
47.0,14.5
29.0,26.0
25.0,13.0
23.0,15.0458
19.0,26.2833
37.0,53.1
24.0,79.2
22.0,7.75
24.0,15.85
19.0,6.75
19.0,36.75
27.0,7.7958
36.5,26.0
42.0,13.0
51.0,12.525
22.0,66.6
55.5,8.05
40.5,14.5
51.0,61.3792
30.0,8.05
44.0,16.1
40.0,15.75
26.0,7.775
45.0,27.9
28.0,56.4958
61.0,33.5
21.0,7.925
56.0,30.6958
50.0,28.7125
30.0,13.0
36.0,0.0
45.0,26.55
40.0,15.5
36.0,7.8958
32.0,13.0
19.0,13.0
19.0,7.8542
44.0,27.7208
58.0,146.5208
42.0,8.4042
24.0,13.0
28.0,9.5
34.0,6.4958
45.5,7.225
32.0,15.85
26.0,18.7875
40.0,31.0
24.0,7.05
35.0,21.0
22.0,7.25
30.0,13.0
31.0,113.275
27.0,7.925
42.0,27.0
32.0,76.2917
30.0,10.5
27.0,13.0
51.0,8.05
38.0,90.0
22.0,9.35
19.0,10.5
20.5,7.25
35.0,83.475
29.0,7.775
59.0,13.5
24.0,10.5
44.0,26.0
19.0,10.5
33.0,12.275
29.0,10.5
22.0,7.125
30.0,7.225
44.0,90.0
25.0,7.775
24.0,14.5
37.0,52.5542
54.0,26.0
29.0,10.4625
62.0,26.55
30.0,16.1
41.0,20.2125
29.0,15.2458
30.0,86.5
35.0,512.3292
50.0,26.0
52.0,79.65
40.0,0.0
36.0,10.5
25.0,7.775
58.0,153.4625
35.0,135.6333
25.0,0.0
41.0,19.5
37.0,29.7
63.0,77.9583
45.0,7.75
35.0,20.25
65.0,7.75
28.0,7.8542
19.0,8.05
33.0,8.6625
30.0,9.5
22.0,7.8958
42.0,13.0
22.0,7.75
26.0,78.85
19.0,91.0792
36.0,12.875
24.0,8.85
24.0,7.8958
23.5,7.2292
50.0,247.5208
19.0,0.0
30.0,24.0
30.0,56.9292
24.0,83.1583
26.0,26.0
28.0,7.8958
43.0,26.25
26.0,7.8542
24.0,26.0
54.0,14.0
31.0,164.8667
40.0,134.5
22.0,7.25
27.0,7.8958
30.0,12.35
22.0,29.0
36.0,135.6333
61.0,6.2375
36.0,13.0
31.0,20.525
45.5,28.5
38.0,153.4625
29.0,66.6
41.0,134.5
45.0,8.05
45.0,35.5
24.0,263.0
28.0,13.0
25.0,13.0
36.0,13.0
24.0,13.0
40.0,13.0
42.0,8.6625
23.0,9.225
25.0,17.8
28.0,9.5
22.0,55.0
38.0,13.0
40.0,27.9
29.0,27.7208
45.0,14.4542
35.0,7.05
30.0,7.25
60.0,75.25
24.0,69.3
25.0,55.4417
19.0,8.05
22.0,135.6333
22.0,7.25
27.0,211.5
20.0,4.0125
19.0,7.775
42.0,227.525
32.0,7.925
35.0,52.0
36.0,13.0
36.0,120.0
21.0,7.7958
28.0,7.925
23.0,113.275
24.0,16.7
22.0,7.7958
31.0,7.8542
46.0,26.0
23.0,10.5
28.0,12.65
39.0,7.925
26.0,8.05
21.0,9.825
28.0,15.85
20.0,8.6625
34.0,21.0
51.0,7.75
21.0,7.775
33.0,90.0
44.0,7.925
34.0,32.5
30.0,13.0
21.0,7.7333
29.0,7.875
28.0,14.4
28.0,26.0
19.0,26.0
32.0,8.05
28.0,26.55
42.0,26.0
50.0,55.9
21.0,34.375
24.0,18.75
64.0,263.0
31.0,10.5
45.0,26.25
20.0,9.5
25.0,7.775
28.0,13.0
34.0,26.55
52.0,30.5
36.0,27.75
30.0,27.75
49.0,89.1042
29.0,7.8958
65.0,26.55
50.0,10.5
48.0,26.55
34.0,8.05
47.0,38.5
48.0,13.0
38.0,7.05
56.0,26.55
38.0,8.6625
33.0,27.75
23.0,13.7917
22.0,9.8375
34.0,21.0
29.0,7.0458
22.0,7.5208
50.0,8.05
63.0,9.5875
25.0,91.0792
35.0,90.0
58.0,29.7
30.0,8.05
21.0,7.25
55.0,30.5
71.0,49.5042
21.0,8.05
54.0,78.2667
25.0,151.55
24.0,7.7958
21.0,7.75
37.0,9.5875
33.0,26.0
28.0,22.525
26.0,56.4958
29.0,7.75
36.0,26.2875
54.0,59.4
24.0,7.4958
47.0,34.0208
34.0,10.5
36.0,26.0
32.0,7.8958
30.0,93.5
22.0,7.8958
44.0,57.9792
40.5,7.75
50.0,10.5
39.0,7.925
23.0,11.5
30.0,8.6625
45.0,26.55
30.0,106.425
22.0,49.5
36.0,71.0
32.0,26.0
50.0,106.425
64.0,26.0
19.0,26.0
33.0,20.525
27.0,26.0
22.0,7.225
22.0,7.775
62.0,26.55
48.0,39.6
39.0,79.65
36.0,17.4
40.0,7.8958
28.0,13.5
24.0,24.15
19.0,7.8958
29.0,21.075
32.0,7.8542
62.0,10.5
53.0,51.4792
36.0,26.3875
19.0,14.5
34.0,13.0
39.0,55.9
32.0,7.925
25.0,30.0
39.0,110.8833
54.0,26.0
36.0,40.125
47.0,15.0
60.0,79.2
22.0,8.05
35.0,7.125
52.0,78.2667
47.0,7.25
37.0,26.0
36.0,24.15
49.0,0.0
49.0,56.9292
24.0,27.0
44.0,8.05
35.0,26.55
36.0,15.55
30.0,7.8958
27.0,30.5
22.0,41.5792
40.0,153.4625
39.0,31.275
35.0,8.05
24.0,65.0
34.0,14.4
26.0,16.1
26.0,10.5
27.0,14.4542
42.0,52.5542
20.0,15.7417
21.0,7.8542
21.0,16.1
61.0,32.3208
57.0,12.35
21.0,77.9583
26.0,7.8958
80.0,30.0
51.0,7.0542
32.0,30.5
28.0,13.0
32.0,7.925
31.0,26.25
41.0,39.6875
20.0,7.8542
24.0,69.3
48.0,76.7292
19.0,7.8958
56.0,35.5
23.0,7.55
21.0,8.4333
24.0,73.5
32.0,15.5
23.0,13.0
58.0,113.275
50.0,133.65
40.0,7.225
47.0,25.5875
36.0,7.4958
20.0,7.925
32.0,73.5
25.0,13.0
43.0,8.05
40.0,39.0
31.0,52.0
70.0,10.5
31.0,13.0
24.5,8.05
43.0,46.9
36.0,512.3292
27.0,76.7292
20.0,9.225
60.0,39.0
25.0,41.5792
19.0,10.1708
31.0,57.0
25.0,7.225
60.0,26.55
52.0,13.5
44.0,8.05
49.0,110.8833
42.0,7.65
35.0,26.2875
25.0,7.7417
26.0,7.8542
39.0,26.0
45.0,13.5
42.0,26.2875
22.0,151.55
24.0,49.5042
48.0,52.0
29.0,9.4833
52.0,13.0
19.0,7.65
38.0,227.525
27.0,10.5
33.0,7.775
34.0,13.0
50.0,13.0
27.0,53.1
20.0,8.6625
30.0,21.0
25.0,26.0
25.0,7.925
29.0,211.3375
23.0,13.0
23.0,13.0
28.5,16.1
48.0,34.375
35.0,512.3292
36.0,78.85
21.0,262.375
24.0,16.1
31.0,7.925
70.0,71.0
30.0,13.0
19.0,53.1
31.0,7.75
33.0,9.5
23.0,7.8958
48.0,65.0
28.0,7.7958
34.0,8.05
33.0,86.5
41.0,7.125
20.0,7.2292
36.0,120.0
51.0,77.9583
30.5,7.75
32.0,8.3625
24.0,9.5
48.0,7.8542
57.0,10.5
54.0,23.0
43.0,211.3375
29.0,30.0
25.0,7.05
25.0,7.25
46.0,79.2
25.0,7.8958
39.0,13.0
49.0,25.9292
31.0,8.6833
30.0,7.2292
30.0,24.15
34.0,13.0
31.0,26.25
27.0,6.975
31.0,7.775
39.0,0.0
39.0,13.0
33.0,53.1
26.0,7.8875
39.0,24.15
35.0,10.5
30.5,8.05
23.0,7.925
31.0,37.0042
43.0,6.45
52.0,93.5
27.0,8.6625
38.0,0.0
27.0,12.475
62.0,80.0
23.0,7.8542
39.0,83.1583
21.0,8.6625
32.0,56.4958
20.0,7.925
30.0,31.0
34.5,6.4375
42.0,7.55
35.0,7.8958
28.0,33.0
74.0,7.775
44.0,26.0
45.0,164.8667
51.0,26.55
24.0,19.2583
41.0,14.1083
21.0,11.5
48.0,25.9292
24.0,13.0
42.0,13.0
27.0,13.8583
31.0,50.4958
26.0,7.8958
47.0,52.5542
33.0,5.0
47.0,9.0
28.0,24.0
20.0,9.8458
19.0,7.8958
56.0,83.1583
25.0,26.0
33.0,7.8958
22.0,10.5167
28.0,10.5
25.0,7.05
39.0,29.125
27.0,13.0
19.0,30.0
26.0,30.0
32.0,7.75
22.0,7.25
38.0,71.2833
26.0,7.925
35.0,53.1
35.0,8.05
54.0,51.8625
27.0,11.1333
58.0,26.55
20.0,8.05
39.0,31.275
55.0,16.0
31.0,18.0
35.0,26.0
34.0,13.0
28.0,35.5
38.0,31.3875
19.0,263.0
40.0,27.7208
66.0,10.5
28.0,82.1708
42.0,52.0
21.0,8.05
40.0,9.475
27.0,21.0
19.0,7.8792
21.0,7.8
49.0,76.7292
29.0,26.0
65.0,61.9792
21.0,10.5
28.5,7.2292
22.0,7.2292
38.0,80.0
45.0,83.475
29.0,10.5
19.0,8.1583
26.0,8.6625
32.0,10.5
21.0,73.5
26.0,14.4542
32.0,56.4958
25.0,7.65
30.0,12.475
22.0,9.0
29.0,9.5
28.0,47.1
33.0,15.85
23.0,263.0
24.0,8.05
29.0,8.05
20.0,7.8542
46.0,61.175
26.0,20.575
59.0,7.25
71.0,34.6542
23.0,63.3583
34.0,23.0
34.0,26.0
28.0,7.8958
21.0,77.2875
33.0,8.6542
37.0,7.925
28.0,7.8958
21.0,7.65
38.0,7.8958
47.0,52.0
22.0,8.05
20.0,9.825
21.0,7.925
70.5,7.75
29.0,21.0
24.0,247.5208
21.0,73.5
32.5,30.0708
32.5,13.0
54.0,77.2875
24.0,7.1417
45.0,6.975
33.0,7.8958
20.0,7.05
47.0,14.5
29.0,26.0
25.0,13.0
23.0,15.0458
19.0,26.2833
37.0,53.1
24.0,79.2
22.0,7.75
24.0,15.85
19.0,6.75
19.0,36.75
27.0,7.7958
36.5,26.0
42.0,13.0
51.0,12.525
22.0,66.6
55.5,8.05
40.5,14.5
51.0,61.3792
30.0,8.05
44.0,16.1
40.0,15.75
26.0,7.775
45.0,27.9
28.0,56.4958
61.0,33.5
21.0,7.925
56.0,30.6958
50.0,28.7125
30.0,13.0
36.0,0.0
45.0,26.55
40.0,15.5
36.0,7.8958
32.0,13.0
19.0,13.0
19.0,7.8542
44.0,27.7208
58.0,146.5208
42.0,8.4042
24.0,13.0
28.0,9.5
34.0,6.4958
45.5,7.225
32.0,15.85
26.0,18.7875
40.0,31.0
24.0,7.05
35.0,21.0
22.0,7.25
30.0,13.0
31.0,113.275
27.0,7.925
42.0,27.0
32.0,76.2917
30.0,10.5
27.0,13.0
51.0,8.05
38.0,90.0
22.0,9.35
19.0,10.5
20.5,7.25
35.0,83.475
29.0,7.775
59.0,13.5
24.0,10.5
44.0,26.0
19.0,10.5
33.0,12.275
29.0,10.5
22.0,7.125
30.0,7.225
44.0,90.0
25.0,7.775
24.0,14.5
37.0,52.5542
54.0,26.0
29.0,10.4625
62.0,26.55
30.0,16.1
41.0,20.2125
29.0,15.2458
30.0,86.5
35.0,512.3292
50.0,26.0
52.0,79.65
40.0,0.0
36.0,10.5
25.0,7.775
58.0,153.4625
35.0,135.6333
25.0,0.0
41.0,19.5
37.0,29.7
63.0,77.9583
45.0,7.75
35.0,20.25
65.0,7.75
28.0,7.8542
19.0,8.05
33.0,8.6625
30.0,9.5
22.0,7.8958
42.0,13.0
22.0,7.75
26.0,78.85
19.0,91.0792
36.0,12.875
24.0,8.85
24.0,7.8958
23.5,7.2292
50.0,247.5208
19.0,0.0
30.0,24.0
30.0,56.9292
24.0,83.1583
26.0,26.0
28.0,7.8958
43.0,26.25
26.0,7.8542
24.0,26.0
54.0,14.0
31.0,164.8667
40.0,134.5
22.0,7.25
27.0,7.8958
30.0,12.35
22.0,29.0
36.0,135.6333
61.0,6.2375
36.0,13.0
31.0,20.525
45.5,28.5
38.0,153.4625
29.0,66.6
41.0,134.5
45.0,8.05
45.0,35.5
24.0,263.0
28.0,13.0
25.0,13.0
36.0,13.0
24.0,13.0
40.0,13.0
42.0,8.6625
23.0,9.225
25.0,17.8
28.0,9.5
22.0,55.0
38.0,13.0
40.0,27.9
29.0,27.7208
45.0,14.4542
35.0,7.05
30.0,7.25
60.0,75.25
24.0,69.3
25.0,55.4417
19.0,8.05
22.0,135.6333
22.0,7.25
27.0,211.5
20.0,4.0125
19.0,7.775
42.0,227.525
32.0,7.925
35.0,52.0
36.0,13.0
36.0,120.0
21.0,7.7958
28.0,7.925
23.0,113.275
24.0,16.7
22.0,7.7958
31.0,7.8542
46.0,26.0
23.0,10.5
28.0,12.65
39.0,7.925
26.0,8.05
21.0,9.825
28.0,15.85
20.0,8.6625
34.0,21.0
51.0,7.75
21.0,7.775
33.0,90.0
44.0,7.925
34.0,32.5
30.0,13.0
21.0,7.7333
29.0,7.875
28.0,14.4
28.0,26.0
19.0,26.0
32.0,8.05
28.0,26.55
42.0,26.0
50.0,55.9
21.0,34.375
24.0,18.75
64.0,263.0
31.0,10.5
45.0,26.25
20.0,9.5
25.0,7.775
28.0,13.0
34.0,26.55
52.0,30.5
36.0,27.75
30.0,27.75
49.0,89.1042
29.0,7.8958
65.0,26.55
50.0,10.5
48.0,26.55
34.0,8.05
47.0,38.5
48.0,13.0
38.0,7.05
56.0,26.55
38.0,8.6625
33.0,27.75
23.0,13.7917
22.0,9.8375
34.0,21.0
29.0,7.0458
22.0,7.5208
50.0,8.05
63.0,9.5875
25.0,91.0792
35.0,90.0
58.0,29.7
30.0,8.05
21.0,7.25
55.0,30.5
71.0,49.5042
21.0,8.05
54.0,78.2667
25.0,151.55
24.0,7.7958
21.0,7.75
37.0,9.5875
33.0,26.0
28.0,22.525
26.0,56.4958
29.0,7.75
36.0,26.2875
54.0,59.4
24.0,7.4958
47.0,34.0208
34.0,10.5
36.0,26.0
32.0,7.8958
30.0,93.5
22.0,7.8958
44.0,57.9792
40.5,7.75
50.0,10.5
39.0,7.925
23.0,11.5
30.0,8.6625
45.0,26.55
30.0,106.425
22.0,49.5
36.0,71.0
32.0,26.0
50.0,106.425
64.0,26.0
19.0,26.0
33.0,20.525
27.0,26.0
22.0,7.225
22.0,7.775
62.0,26.55
48.0,39.6
39.0,79.65
36.0,17.4
40.0,7.8958
28.0,13.5
24.0,24.15
19.0,7.8958
29.0,21.075
32.0,7.8542
62.0,10.5
53.0,51.4792
36.0,26.3875
19.0,14.5
34.0,13.0
39.0,55.9
32.0,7.925
25.0,30.0
39.0,110.8833
54.0,26.0
36.0,40.125
47.0,15.0
60.0,79.2
22.0,8.05
35.0,7.125
52.0,78.2667
47.0,7.25
37.0,26.0
36.0,24.15
49.0,0.0
49.0,56.9292
24.0,27.0
44.0,8.05
35.0,26.55
36.0,15.55
30.0,7.8958
27.0,30.5
22.0,41.5792
40.0,153.4625
39.0,31.275
35.0,8.05
24.0,65.0
34.0,14.4
26.0,16.1
26.0,10.5
27.0,14.4542
42.0,52.5542
20.0,15.7417
21.0,7.8542
21.0,16.1
61.0,32.3208
57.0,12.35
21.0,77.9583
26.0,7.8958
80.0,30.0
51.0,7.0542
32.0,30.5
28.0,13.0
32.0,7.925
31.0,26.25
41.0,39.6875
20.0,7.8542
24.0,69.3
48.0,76.7292
19.0,7.8958
56.0,35.5
23.0,7.55
21.0,8.4333
24.0,73.5
32.0,15.5
23.0,13.0
58.0,113.275
50.0,133.65
40.0,7.225
47.0,25.5875
36.0,7.4958
20.0,7.925
32.0,73.5
25.0,13.0
43.0,8.05
40.0,39.0
31.0,52.0
70.0,10.5
31.0,13.0
24.5,8.05
43.0,46.9
36.0,512.3292
27.0,76.7292
20.0,9.225
60.0,39.0
25.0,41.5792
19.0,10.1708
31.0,57.0
25.0,7.225
60.0,26.55
52.0,13.5
44.0,8.05
49.0,110.8833
42.0,7.65
35.0,26.2875
25.0,7.7417
26.0,7.8542
39.0,26.0
45.0,13.5
42.0,26.2875
22.0,151.55
24.0,49.5042
48.0,52.0
29.0,9.4833
52.0,13.0
19.0,7.65
38.0,227.525
27.0,10.5
33.0,7.775
34.0,13.0
50.0,13.0
27.0,53.1
20.0,8.6625
30.0,21.0
25.0,26.0
25.0,7.925
29.0,211.3375
23.0,13.0
23.0,13.0
28.5,16.1
48.0,34.375
35.0,512.3292
36.0,78.85
21.0,262.375
24.0,16.1
31.0,7.925
70.0,71.0
30.0,13.0
19.0,53.1
31.0,7.75
33.0,9.5
23.0,7.8958
48.0,65.0
28.0,7.7958
34.0,8.05
33.0,86.5
41.0,7.125
20.0,7.2292
36.0,120.0
51.0,77.9583
30.5,7.75
32.0,8.3625
24.0,9.5
48.0,7.8542
57.0,10.5
54.0,23.0
43.0,211.3375
29.0,30.0
25.0,7.05
25.0,7.25
46.0,79.2
25.0,7.8958
39.0,13.0
49.0,25.9292
31.0,8.6833
30.0,7.2292
30.0,24.15
34.0,13.0
31.0,26.25
27.0,6.975
31.0,7.775
39.0,0.0
39.0,13.0
33.0,53.1
26.0,7.8875
39.0,24.15
35.0,10.5
30.5,8.05
23.0,7.925
31.0,37.0042
43.0,6.45
52.0,93.5
27.0,8.6625
38.0,0.0
27.0,12.475
62.0,80.0
23.0,7.8542
39.0,83.1583
21.0,8.6625
32.0,56.4958
20.0,7.925
30.0,31.0
34.5,6.4375
42.0,7.55
35.0,7.8958
28.0,33.0
74.0,7.775
44.0,26.0
45.0,164.8667
51.0,26.55
24.0,19.2583
41.0,14.1083
21.0,11.5
48.0,25.9292
24.0,13.0
42.0,13.0
27.0,13.8583
31.0,50.4958
26.0,7.8958
47.0,52.5542
33.0,5.0
47.0,9.0
28.0,24.0
20.0,9.8458
19.0,7.8958
56.0,83.1583
25.0,26.0
33.0,7.8958
22.0,10.5167
28.0,10.5
25.0,7.05
39.0,29.125
27.0,13.0
19.0,30.0
26.0,30.0
32.0,7.75
22.0,7.25
38.0,71.2833
26.0,7.925
35.0,53.1
35.0,8.05
54.0,51.8625
27.0,11.1333
58.0,26.55
20.0,8.05
39.0,31.275
55.0,16.0
31.0,18.0
35.0,26.0
34.0,13.0
28.0,35.5
38.0,31.3875
19.0,263.0
40.0,27.7208
66.0,10.5
28.0,82.1708
42.0,52.0
21.0,8.05
40.0,9.475
27.0,21.0
19.0,7.8792
21.0,7.8
49.0,76.7292
29.0,26.0
65.0,61.9792
21.0,10.5
28.5,7.2292
22.0,7.2292
38.0,80.0
45.0,83.475
29.0,10.5
19.0,8.1583
26.0,8.6625
32.0,10.5
21.0,73.5
26.0,14.4542
32.0,56.4958
25.0,7.65
30.0,12.475
22.0,9.0
29.0,9.5
28.0,47.1
33.0,15.85
23.0,263.0
24.0,8.05
29.0,8.05
20.0,7.8542
46.0,61.175
26.0,20.575
59.0,7.25
71.0,34.6542
23.0,63.3583
34.0,23.0
34.0,26.0
28.0,7.8958
21.0,77.2875
33.0,8.6542
37.0,7.925
28.0,7.8958
21.0,7.65
38.0,7.8958
47.0,52.0
22.0,8.05
20.0,9.825
21.0,7.925
70.5,7.75
29.0,21.0
24.0,247.5208
21.0,73.5
32.5,30.0708
32.5,13.0
54.0,77.2875
24.0,7.1417
45.0,6.975
33.0,7.8958
20.0,7.05
47.0,14.5
29.0,26.0
25.0,13.0
23.0,15.0458
19.0,26.2833
37.0,53.1
24.0,79.2
22.0,7.75
24.0,15.85
19.0,6.75
19.0,36.75
27.0,7.7958
36.5,26.0
42.0,13.0
51.0,12.525
22.0,66.6
55.5,8.05
40.5,14.5
51.0,61.3792
30.0,8.05
44.0,16.1
40.0,15.75
26.0,7.775
45.0,27.9
28.0,56.4958
61.0,33.5
21.0,7.925
56.0,30.6958
50.0,28.7125
30.0,13.0
36.0,0.0
45.0,26.55
40.0,15.5
36.0,7.8958
32.0,13.0
19.0,13.0
19.0,7.8542
44.0,27.7208
58.0,146.5208
42.0,8.4042
24.0,13.0
28.0,9.5
34.0,6.4958
45.5,7.225
32.0,15.85
26.0,18.7875
40.0,31.0
24.0,7.05
35.0,21.0
22.0,7.25
30.0,13.0
31.0,113.275
27.0,7.925
42.0,27.0
32.0,76.2917
30.0,10.5
27.0,13.0
51.0,8.05
38.0,90.0
22.0,9.35
19.0,10.5
20.5,7.25
35.0,83.475
29.0,7.775
59.0,13.5
24.0,10.5
44.0,26.0
19.0,10.5
33.0,12.275
29.0,10.5
22.0,7.125
30.0,7.225
44.0,90.0
25.0,7.775
24.0,14.5
37.0,52.5542
54.0,26.0
29.0,10.4625
62.0,26.55
30.0,16.1
41.0,20.2125
29.0,15.2458
30.0,86.5
35.0,512.3292
50.0,26.0
52.0,79.65
40.0,0.0
36.0,10.5
25.0,7.775
58.0,153.4625
35.0,135.6333
25.0,0.0
41.0,19.5
37.0,29.7
63.0,77.9583
45.0,7.75
35.0,20.25
65.0,7.75
28.0,7.8542
19.0,8.05
33.0,8.6625
30.0,9.5
22.0,7.8958
42.0,13.0
22.0,7.75
26.0,78.85
19.0,91.0792
36.0,12.875
24.0,8.85
24.0,7.8958
23.5,7.2292
50.0,247.5208
19.0,0.0
30.0,24.0
30.0,56.9292
24.0,83.1583
26.0,26.0
28.0,7.8958
43.0,26.25
26.0,7.8542
24.0,26.0
54.0,14.0
31.0,164.8667
40.0,134.5
22.0,7.25
27.0,7.8958
30.0,12.35
22.0,29.0
36.0,135.6333
61.0,6.2375
36.0,13.0
31.0,20.525
45.5,28.5
38.0,153.4625
29.0,66.6
41.0,134.5
45.0,8.05
45.0,35.5
24.0,263.0
28.0,13.0
25.0,13.0
36.0,13.0
24.0,13.0
40.0,13.0
42.0,8.6625
23.0,9.225
25.0,17.8
28.0,9.5
22.0,55.0
38.0,13.0
40.0,27.9
29.0,27.7208
45.0,14.4542
35.0,7.05
30.0,7.25
60.0,75.25
24.0,69.3
25.0,55.4417
19.0,8.05
22.0,135.6333
22.0,7.25
27.0,211.5
20.0,4.0125
19.0,7.775
42.0,227.525
32.0,7.925
35.0,52.0
36.0,13.0
36.0,120.0
21.0,7.7958
28.0,7.925
23.0,113.275
24.0,16.7
22.0,7.7958
31.0,7.8542
46.0,26.0
23.0,10.5
28.0,12.65
39.0,7.925
26.0,8.05
21.0,9.825
28.0,15.85
20.0,8.6625
34.0,21.0
51.0,7.75
21.0,7.775
33.0,90.0
44.0,7.925
34.0,32.5
30.0,13.0
21.0,7.7333
29.0,7.875
28.0,14.4
28.0,26.0
19.0,26.0
32.0,8.05
28.0,26.55
42.0,26.0
50.0,55.9
21.0,34.375
24.0,18.75
64.0,263.0
31.0,10.5
45.0,26.25
20.0,9.5
25.0,7.775
28.0,13.0
34.0,26.55
52.0,30.5
36.0,27.75
30.0,27.75
49.0,89.1042
29.0,7.8958
65.0,26.55
50.0,10.5
48.0,26.55
34.0,8.05
47.0,38.5
48.0,13.0
38.0,7.05
56.0,26.55
38.0,8.6625
33.0,27.75
23.0,13.7917
22.0,9.8375
34.0,21.0
29.0,7.0458
22.0,7.5208
50.0,8.05
63.0,9.5875
25.0,91.0792
35.0,90.0
58.0,29.7
